issue_number,issue_url,api_url,repository_owner,repository_name,author_login,author_type,title,body,state,comments_count,labels_display,label_count,created_at,updated_at,last_activity_at,fetched_at
320,https://github.com/digital-land/planning-application-data-specification/issues/320,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/320,digital-land,planning-application-data-specification,MrMikeRose,User,Application forms that have flexible uses - GLA,"It concerns planning applications that have flexible uses. We are seeing more of them in the City in recent years where applicants apply for a development (or part of a development) to be flexible both within their use class, but sometimes between use classes too. There’s currently no way that the application (other than just selecting “OTHER” on the application form) to share this with us in a data driven way, nor a way for us to record it in Uniform/a different back office system, and then report on it.

Flexible uses has been a real thorn in our side for monitoring purposes, as a lot of the data that current comes through the form/1App connector we have to go back and adjust to account for this flexibility, which is taking a fair amount of manual work at the moment. I can imagine a lot of other LPAs will be having the same issue.",open,3,application-type;suggestion;Backlog;Improvement,4,2025-07-23T12:06:29Z,2025-11-24T17:16:14Z,2025-11-24T17:16:14Z,2026-03-21T05:23:50+00:00
318,https://github.com/digital-land/planning-application-data-specification/issues/318,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/318,digital-land,planning-application-data-specification,colmjude,User,Planning requirements to add,"It has been suggested that we add these items to the [list of planning requirements](https://github.com/digital-land/planning-application-data-specification/blob/main/data/planning-requirement.csv)

- Site Investigation
- Construction management
- Waste management plan
- Water impact

Before we do we wanted to check if these were common planning requirements people recognise?

And for each one we'd like to
* understand what it is (a short description)
* have an example scenario of when it is required

---

For example: 
name: Affordable housing statement
desc: This statement should set out how the development scheme will comply with the local authority’s affordable housing policy.
required when: in Camden this is required if
  * dwelling count is one or more, and new floorspace is 100 or more
  * OR, the proposal includes student accommodation
  * OR, the proposal includes shared housing
  * OR, the proposal includes housing for older people",open,0,codelist/enum;document;Implementation;Planning permission board,4,2025-06-09T07:45:59Z,2025-10-30T13:19:11Z,2025-10-30T13:19:11Z,2026-03-21T05:23:50+00:00
313,https://github.com/digital-land/planning-application-data-specification/issues/313,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/313,digital-land,planning-application-data-specification,colmjude,User,Clarify the householder-development question,"Is the householder-development question new? I think it might confuse people - can't the LPA tell from the first application whether this is a householder application or not?

Is the NMA question to identify whether this is an amendment to a planning permission that has been amended by an NMA? If yes, an NMA amends a permission, unlike a s73. So original permission prior to the NMA cannot be implemented, only the amended version

_Originally posted by @JBakerL in https://github.com/digital-land/planning-application-data-specification/discussions/63#discussioncomment-13172508_",open,3,Backlog;description of your proposal;Improvement,3,2025-06-06T11:21:01Z,2025-11-12T14:45:12Z,2025-11-12T14:45:12Z,2026-03-21T05:23:50+00:00
312,https://github.com/digital-land/planning-application-data-specification/issues/312,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/312,digital-land,planning-application-data-specification,colmjude,User,Should pre-application advice document be a planning requirement?,"Attaching the pre application advice would need to be a validation requirement, either locally or nationally. I don't think the form could impose a requirement to upload the advice. In any event, the LPA would hold the advice already if they had given it. In some cases, pre-application advice includes sensitive information, so that would need to be managed too

_Originally posted by @JBakerL in https://github.com/digital-land/planning-application-data-specification/discussions/35#discussioncomment-13170597_",open,5,component:pre-application advice;component: checklist;Backlog,3,2025-06-06T11:18:42Z,2025-07-02T12:58:23Z,2025-07-02T12:58:23Z,2026-03-21T05:23:50+00:00
311,https://github.com/digital-land/planning-application-data-specification/issues/311,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/311,digital-land,planning-application-data-specification,colmjude,User,2 dates needed for pre-application advice module,"Establishing if advice has been sought should be the only ""must"". 

Yes, the advice summary box is necessary, or the option to refer to attached advice, because there may not be a reference number and/or advice may not have been received before the application was submitted. This is increasingly common as LPAs become more stretched and some PINS costs decisions have been awarded against LPAs for not engaging, I understand. Therefore, I suggest there are two dates needed here: 
Date request submitted (must be prior to date of application) - this would be a 'may' field, unless it is triggered only if the advice-sought box is ticked 'yes', then it could be a 'must; and
Date the applicant received the advice - a 'may' field
This will allow a clear record of the submission of a request for advice and draw attention to attempts to engage that have not been fulfilled

_Originally posted by @JBakerL in https://github.com/digital-land/planning-application-data-specification/discussions/35#discussioncomment-13170563_",open,1,component:pre-application advice;suggestion;Backlog;Policy;model,5,2025-06-06T11:15:21Z,2025-07-02T12:56:21Z,2025-07-02T12:56:21Z,2026-03-21T05:23:50+00:00
310,https://github.com/digital-land/planning-application-data-specification/issues/310,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/310,digital-land,planning-application-data-specification,colmjude,User,What of agent and applicant details is a MUST?,"We had feedback saying
> Strongly disagree that all the applicant's details are a ""must""; they should all be ""may"" except the name.

At the moment, as well as having the name as must, we also have these fields as must

* `address-text`
* `email`
* `phone-numbers`

We've heard the address is required for correspondence
And that email and numbers are needed to be able to contact applicants and agents.

Is that not quite right?

It would be helpful to hear 
* why these fields are need, what are they used for, what is not possible if they are not provided
* and, why they are not necessary and should not be required",open,3,community help wanted;component:applicant name and address;component:agent name and address;component: agent contact details;component: applicant contact details;Backlog,6,2025-06-06T11:12:33Z,2025-12-19T10:40:14Z,2025-12-19T10:40:14Z,2026-03-21T05:23:50+00:00
309,https://github.com/digital-land/planning-application-data-specification/issues/309,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/309,digital-land,planning-application-data-specification,colmjude,User,Use checklist (planning requirements) to reduce amount in application forms,"I think the checklist could be used to reduce the amount of information requested - see my comment on the level above re not using the form as a checklist. What I meant by that is, it should not be a requirement to insert information provided elsewhere, thus the application itself is a duplication style checklist. I am less concerned with there being an actual checklist that can be quickly ticked through by professionals and might be useful for those who rarely submit applications. LPAs might be willing to lose the excessive dimensions requirements that I have commented on, if they can see that those completing the forms have been reminded to include the detail in their application generally.

_Originally posted by @JBakerL in https://github.com/digital-land/planning-application-data-specification/discussions/55#discussioncomment-13168582_",open,2,component: checklist;Backlog;Policy;Rationalisation,4,2025-06-06T10:58:17Z,2025-12-19T10:48:57Z,2025-12-19T10:48:57Z,2026-03-21T05:23:50+00:00
307,https://github.com/digital-land/planning-application-data-specification/issues/307,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/307,digital-land,planning-application-data-specification,colmjude,User,Capture rationale/user needs for `address-text` or structured address?,"In the absence of geometry/coordinates/UPRN if capturing an address then structured data would surely be preferable wouldn't it?

_Originally posted by @addhow in https://github.com/digital-land/planning-application-data-specification/discussions/70#discussioncomment-12925040_",open,8,community help wanted;address;model;Submissions;Implementation,5,2025-06-06T10:52:42Z,2026-02-03T09:58:19Z,2026-02-03T09:58:19Z,2026-03-21T05:23:50+00:00
306,https://github.com/digital-land/planning-application-data-specification/issues/306,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/306,digital-land,planning-application-data-specification,colmjude,User,How will single vs multiple site details work?,"This component is listed for householder and many other types, but the information model only refers to the two tree works applciation types.
Need some clarity on how this is intended to work for 'single' location sites for all other types.

_Originally posted by @James-Planningportal in https://github.com/digital-land/planning-application-data-specification/discussions/70#discussioncomment-13002890_",open,1,component:site address details;Backlog;validation,3,2025-06-06T10:51:40Z,2025-08-29T07:29:14Z,2025-08-29T07:29:14Z,2026-03-21T05:23:50+00:00
303,https://github.com/digital-land/planning-application-data-specification/issues/303,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/303,digital-land,planning-application-data-specification,colmjude,User,BNG Self/Custom Build exemption validation,"If someone is claiming a BNG Self/Custom Build exemption can it be identified that they 'must' complete the relevant part in the Tenure Type Enum  ?

_Originally posted by @Warbu-P in https://github.com/digital-land/planning-application-data-specification/discussions/33#discussioncomment-12675086_

This would be a validation rule around BNG exemption provided in [BNG module](https://github.com/digital-land/planning-application-data-specification/discussions/53) and then checking the right tenure type data has been provided in the [Res units module](https://github.com/digital-land/planning-application-data-specification/discussions/33)",open,0,component:biodiversity net gain;Backlog;component: res units;validation,4,2025-06-06T10:33:54Z,2025-07-16T06:32:44Z,2025-07-16T06:32:44Z,2026-03-21T05:23:50+00:00
301,https://github.com/digital-land/planning-application-data-specification/issues/301,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/301,digital-land,planning-application-data-specification,colmjude,User,How to handle regional and local additions,"There is a need to work out how best to approach additional requirements.

These can come in 2 was:

* regional, for example from the GLA or GMCA
* local, for example from an LPA

We need to work out a way that gives authorities the data they need **while maintaining enough consistency** that suppliers can implement the specifications in a predictable and scalable way.

This may involve:

- Defining a process for proposing and validating additions  
- Establishing a structure for how additions are modelled (for example, separate modules)  
- Clarifying how these additions interact with the national standard  
- Ensuring documentation and versioning reflect these differences clearly  

The goal is to support flexibility **without undermining interoperability**.",open,1,Backlog;model;new-module;Improvement,4,2025-06-06T07:08:03Z,2025-11-12T11:51:32Z,2025-11-12T11:51:32Z,2026-03-21T05:23:50+00:00
300,https://github.com/digital-land/planning-application-data-specification/issues/300,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/300,digital-land,planning-application-data-specification,colmjude,User,Significant difference between MHCLG and GLA Waste and Storage collection module,"Referencing [Waste and Storage collection module](https://github.com/digital-land/planning-application-data-specification/discussions/84)

The MHCLG schema and the GLA schema for waste and recycling provision differ significantly

**MHCLG Schema**

The MHCLG Waste and Recycling provision asks the user if the application requires waste storage areas. If true then provide textual information about the storage.

The fields proposed are:
* waste-storage-area-details
* separate-recycling-arrangements-details

**GLA Schema**

The GLA Waste and Recycling section on the Planning Portal asks slightly different information.  The question for users is:

> Does every unit in this proposal (residential and non-residential) have dedicated internal and external storage space for dry recycling, food waste and residual waste?

If yes then the user doesn’t need to provide anything further.

If no then the user needs to provide the following information for every unit where waste and recycling is not being provided:

* Does the unit include internal designated storage space for:
  * Dry Recycling
  * Food Waste
  * Residual Waste
* Does the unit include external designated storage space for:
  * Dry Recycling
  * Food Waste
  * Residual Waste
",open,1,spec-alignment;Backlog;Policy;component: waste and storage,4,2025-06-06T06:51:34Z,2025-07-17T12:34:57Z,2025-07-17T12:34:57Z,2026-03-21T05:23:50+00:00
298,https://github.com/digital-land/planning-application-data-specification/issues/298,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/298,digital-land,planning-application-data-specification,colmjude,User,Is it worth having room details as its own module?,"Currently, the [Non-residential floorspace module](https://github.com/digital-land/planning-application-data-specification/discussions/46) has a question (and sub data structure) about room details.

Loosely, the rooms details section looks like this
```
""room-details"": [
    {
      ""use-class"": ""C1"",
      ""existing-rooms-lost"": 5,
      ""total-rooms-proposed"": 25,
      ""net-additional-rooms"": 5
    }
  ]
```

We've had feedback suggesting this could be treated as a separate module.

For example, in the GLA area there is an Other residential accommodation section which asks for very similar data. That structure is
```
Room Type : (Hostel Room/Hotel Room/Apart-Hotel Room/Secure Residential Room/Residential Care Home Room
Number of rooms lost: 5 
Number of rooms added: 25
Number of proposed rooms to be specifically provided for older persons: 0
```

so the primary difference is between asking for the `use-class` versus asking for `room-type`",open,1,component:non-res floorspace;Backlog;model;new-module,4,2025-06-06T06:26:34Z,2025-07-24T07:56:41Z,2025-07-24T07:56:41Z,2026-03-21T05:23:50+00:00
297,https://github.com/digital-land/planning-application-data-specification/issues/297,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/297,digital-land,planning-application-data-specification,colmjude,User,Align Non-residential floorspace structure with GLA version,"Initial reviews suggest the structures align but its worth checking in greater detail.

> GLA have worked with back-office suppliers to integrate with the GLA ‘local’ version of the Non-residential floorspace data.  The data itself looks like it will be identical but worth thinking about the potential impact on those back-office system integrations as some of them are already loading this data into their systems directly from the planning portal",open,2,component:non-res floorspace;spec-alignment;Backlog,3,2025-06-06T06:17:34Z,2025-08-29T10:47:12Z,2025-08-29T10:47:12Z,2026-03-21T05:23:50+00:00
296,https://github.com/digital-land/planning-application-data-specification/issues/296,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/296,digital-land,planning-application-data-specification,colmjude,User,Aligning housing types/unit types,"## Problem

There is inconsistency in how [housing types](https://github.com/digital-land/planning-application-data-specification/discussions/163) are named, grouped, and used across:

* different application types (e.g. Full and Lawful Development Certificate)
* different organisations, notably MHCLG and the GLA

This makes it harder to:

* compare or reuse data between national and regional tools (e.g. PlanX, PPR, GLA dashboards)
* ensure consistency and clarity for applicants and planners

## Goal

1. agree what it should be called: housing or unit types
2. define a standardised list of housing or unit types used in planning applications that:

* covers all relevant types
* has clear definitions for each
* can support both national and regional reporting needs (e.g. MHCLG + GLA)
  * how do we build this into the specifications? 
* maps appropriately across application types (e.g. Full, Outline, LDC)",open,2,codelist/enum;spec-alignment;component: res units,3,2025-06-05T11:14:38Z,2026-01-22T16:52:12Z,2026-01-22T16:52:12Z,2026-03-21T05:23:50+00:00
293,https://github.com/digital-land/planning-application-data-specification/issues/293,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/293,digital-land,planning-application-data-specification,colmjude,User,How do we make the Non-residential floorspace module easier to complete and more valuable,"There is recognition that the Non-residential floorspace section is one of the most inconsistently completed by applicants

Therefore, ideas for how to improve experience for applicants as well as ensuring the right and most valuable data is collected are all welcome ",open,1,community help wanted;component:non-res floorspace;Backlog;Policy,4,2025-06-05T10:51:49Z,2025-08-29T10:31:12Z,2025-08-29T10:31:12Z,2026-03-21T05:23:50+00:00
291,https://github.com/digital-land/planning-application-data-specification/issues/291,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/291,digital-land,planning-application-data-specification,colmjude,User,Is the Biodiversity and geological conservation module already covered by supporting documents?,"Feedback
> 'bio-geo-arch-con' is in form currently as it is a way of identifying if the site would engage with designations under Habitat Regs sites and other designated sites, but could these types of sections better sit as supporting information/documents?

In reference to the [Biodiversity and geological conservation module](#51)
",open,1,suggestion;component:bio geo conservation;Backlog;Rationalisation,4,2025-06-05T10:00:13Z,2025-06-06T11:33:49Z,2025-06-06T11:33:49Z,2026-03-21T05:23:50+00:00
288,https://github.com/digital-land/planning-application-data-specification/issues/288,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/288,digital-land,planning-application-data-specification,colmjude,User,Would it be better if the employment section is served by a supporting document?,"Feedback:
> should we consider whether this is better served as part of a planning statement or accompanying document

Referring to [Employment module](https://github.com/digital-land/planning-application-data-specification/discussions/43)
",open,0,Backlog;component: employment,2,2025-06-04T14:03:25Z,2025-06-04T14:04:38Z,2025-06-04T14:04:38Z,2026-03-21T05:23:50+00:00
287,https://github.com/digital-land/planning-application-data-specification/issues/287,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/287,digital-land,planning-application-data-specification,colmjude,User,Would Materials section be better served by supporting document?,"Feedback
> should consider whether this is better suited for an accompanying document

> on larger schemes this form usually is left blank with “see Design and Access Statement” or “Planning Statement”",open,1,component:materials;Backlog;Rationalisation,3,2025-06-04T12:49:59Z,2025-06-06T11:02:28Z,2025-06-06T11:02:28Z,2026-03-21T05:23:50+00:00
284,https://github.com/digital-land/planning-application-data-specification/issues/284,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/284,digital-land,planning-application-data-specification,colmjude,User,Rework bedroom counts of Residential units module,"There is a bit of feedback on this one ([residential units](https://github.com/digital-land/planning-application-data-specification/discussions/33)) that we've followed the current form too religiously.

Feedback includes

* Could this be more intuitive - e.g. ask them to input a number? the current form doesn’t work for larger-scale developments",open,3,Backlog;model;component: res units,3,2025-06-04T12:36:32Z,2025-07-17T14:02:53Z,2025-07-17T14:02:53Z,2026-03-21T05:23:50+00:00
283,https://github.com/digital-land/planning-application-data-specification/issues/283,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/283,digital-land,planning-application-data-specification,colmjude,User,Would the assessment of flood risk section be better served by a supporting document?,"> should consider whether better suited to be included in a stand-alone document accompanying the application - much of this information will be included in a FRA or drainage plan/ assessment.

Referencing [Assessment of flood risk module](https://github.com/digital-land/planning-application-data-specification/discussions/49)
And includes the [Surface water disposal type enum](https://github.com/digital-land/planning-application-data-specification/discussions/195)",open,1,component:assessment of flood risk;Backlog;Rationalisation,3,2025-06-04T12:31:33Z,2025-06-04T12:32:40Z,2025-06-04T12:32:40Z,2026-03-21T05:23:50+00:00
282,https://github.com/digital-land/planning-application-data-specification/issues/282,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/282,digital-land,planning-application-data-specification,colmjude,User,Should foul sewage be part of the application forms?,"Feedback
> would it be better to capture details of foul sewage in a supporting document?

In reference to [Foul sewage module](https://github.com/digital-land/planning-application-data-specification/discussions/41)",open,0,Backlog;Rationalisation;component: foul sewage,3,2025-06-04T12:26:13Z,2025-06-04T12:26:53Z,2025-06-04T12:26:53Z,2026-03-21T05:23:50+00:00
281,https://github.com/digital-land/planning-application-data-specification/issues/281,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/281,digital-land,planning-application-data-specification,colmjude,User,Would waste storage and collection module be better served as a document?,"Feedback
> should we consider whether this is better served outside of the planning application form

Referring to the [waste storage and collection module](https://github.com/digital-land/planning-application-data-specification/discussions/84)",open,0,suggestion;Backlog;component: waste and storage;Rationalisation,4,2025-06-04T12:22:26Z,2025-06-04T12:22:51Z,2025-06-04T12:22:51Z,2026-03-21T05:23:50+00:00
278,https://github.com/digital-land/planning-application-data-specification/issues/278,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/278,digital-land,planning-application-data-specification,colmjude,User,Is Trade Effluent better served with a supporting document?,"Feedback:
> Trade effulent is one to consider whether it is better served in a supporting document

This is in relation to the [trade effluent module](https://github.com/digital-land/planning-application-data-specification/discussions/74)",open,0,suggestion;Backlog;Rationalisation;component: trade effluent,4,2025-06-04T12:08:32Z,2025-06-04T12:10:28Z,2025-06-04T12:10:28Z,2026-03-21T05:23:50+00:00
276,https://github.com/digital-land/planning-application-data-specification/issues/276,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/276,digital-land,planning-application-data-specification,colmjude,User,Site-area use cases,"Feedback:
> This is a key field because it can be used to determine the scale of development (major) - which has implications for the fee and determination timescales.

This is referring to the `site-area` field in the [Site area module](https://github.com/digital-land/planning-application-data-specification/discussions/103)

---

It is currently a MUST, but maybe it is only required if the applicant does not provide a site-boundary.
If `site-boundary` is provided then the area can be calculated.",open,1,suggestion;Backlog;model;component: site area,4,2025-06-04T11:31:03Z,2025-07-02T14:01:39Z,2025-07-02T14:01:39Z,2026-03-21T05:23:50+00:00
275,https://github.com/digital-land/planning-application-data-specification/issues/275,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/275,digital-land,planning-application-data-specification,colmjude,User,Vehicle parking included in other documents,"This information ([vehicle parking](https://github.com/digital-land/planning-application-data-specification/discussions/72)) is usually included on plans and drawings, and the D&A statement accompanying the application - so leads to duplication.",open,0,component;Backlog;Policy;Rationalisation,4,2025-06-04T11:16:00Z,2025-06-04T11:17:11Z,2025-06-04T11:17:11Z,2026-03-21T05:23:50+00:00
269,https://github.com/digital-land/planning-application-data-specification/issues/269,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/269,digital-land,planning-application-data-specification,colmjude,User,Separate application type for Certificate of lawfulness for proposed works to a listed building,"Feedback received:

I think you may have conflated two separate processes.

These are separate from a certificate of lawfulness as outlined in the Town and Country Planning Act. They relate to listed building consent, rather than planning permission, and are therefore subject to different legislation. They can also only relate to proposed, and not retrospective, works of alteration or extension.

As such, it needs its own component rather than being a subtype of certificate of lawfulness. By way of specifics:
 
* **Description**: to account for the specific instances in which the LB certificate can be used I recommend changing to:
‘A legal document stating proposed works for the alteration or extension of a listed building are lawful, and do not require listed building consent in that they would not affect the character of the listed building as a building of special architectural or historic interest.’
* **Legislation**: Remove those you have, since they relate to certificates of lawfulness in terms of planning permission. This should be the Planning (Listed Building and Conservation Areas Act) 1990 and the associated regulations (The Planning (Listed Buildings (Certificates of Lawfulness of Proposed Works) Regulations 2014).
* **Grounds for application**: I would tweak this slightly. The only grounds here are that works do not need LBC. This is implied in the wording but suggests there are alternatives. I would suggest: (building on the requirement in the regulations):
  * ‘Reason(s) why the applicant believes the proposed works would not affect the character of the listed building as a building of special architectural or historic interest’.
",open,1,application-type,1,2025-06-04T10:07:27Z,2025-07-18T09:43:35Z,2025-07-18T09:43:35Z,2026-03-21T05:23:50+00:00
267,https://github.com/digital-land/planning-application-data-specification/issues/267,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/267,digital-land,planning-application-data-specification,colmjude,User,Can Checklist be used by local authorities based on their validation criteria?,"[‘Checklist’](https://github.com/digital-land/planning-application-data-specification/discussions/55) Is this something that is adaptable by local authorities based on their validation criteria? Evidently it is a very broad category, and I assume it will be used to specify what types of evidence are required in specific application types’? So they could specify the need for a heritage assessment?",open,2,component: checklist;Backlog;model,3,2025-06-04T10:00:15Z,2025-12-19T10:49:15Z,2025-12-19T10:49:15Z,2026-03-21T05:23:50+00:00
266,https://github.com/digital-land/planning-application-data-specification/issues/266,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/266,digital-land,planning-application-data-specification,colmjude,User,Aligning tenure types (MHCLG and GLA),"## Problem

There is inconsistency in how tenure types are named, grouped, and used across:

* different application types (e.g. Full, Outline, Lawful Development Certificate)
* different organisations, notably MHCLG and the GLA

This makes it harder to:

* compare or reuse data between national and regional tools (e.g. PlanX, PPR, GLA dashboards)
* ensure consistency and clarity for applicants and planners

## Goal

To define a standardised list of tenure types used in planning applications that:

* covers all relevant types
* has clear definitions for each
* can support both national and regional reporting needs (e.g. MHCLG + GLA)
  * how do we build this into the specifications? 
* maps appropriately across application types (e.g. Full, Outline, LDC)

---

Notes from feedback

* GLA’s list includes several types not currently covered by MHCLG, e.g. London Living Rent, Discount Market Rent
* MHCLG’s list uses broader or differently scoped categories, e.g. Affordable Rent, Home ownership, Custom Build
* some tenures (e.g. Social Rent, Intermediate) are appearing under LDC applications only, but they may be valid in Full or Outline applications too (raised by Camden)
* we may want to review in future - for example to include First homes or other affordable housing products which are not listed here",open,5,codelist/enum;Policy;Implementation;Planning permission board,4,2025-06-04T07:20:08Z,2026-03-17T06:16:45Z,2026-03-17T06:16:45Z,2026-03-21T05:23:50+00:00
265,https://github.com/digital-land/planning-application-data-specification/issues/265,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/265,digital-land,planning-application-data-specification,colmjude,User,Advertising questions already included in plans/documents,"I don’t think that the form should include a-d and f in q11, i.e. detail the dimensions, as this information can be taken from the plans. 

(See [details of proposed advertisements module](https://github.com/digital-land/planning-application-data-specification/discussions/82))

The dimensions can also change during determination and is unlikely that the application form would be referred back to again at that point. 

Question 8 ([location of advertisements](https://github.com/digital-land/planning-application-data-specification/discussions/64)) says and will continue to say [re existing signs]: ""If Yes to either or both above, please show the existing sign(s) on an elevation drawing or photograph and state the references for the drawing(s) or photographs"". Similar text could be inserted next to the detail question, but I think asking for cross reference to the plan superfluous in both questions 8 and 11 - if the plans can be referred to then there is no need for the question. The form shouldn't be used as a checklist

_Originally posted by @JBakerL in https://github.com/digital-land/planning-application-data-specification/discussions/171#discussioncomment-13168452_",open,1,component:location of advertisement(s);Backlog;Policy;component: details proposed adverts,4,2025-06-04T06:46:52Z,2025-06-04T06:51:16Z,2025-06-04T06:51:16Z,2026-03-21T05:23:50+00:00
262,https://github.com/digital-land/planning-application-data-specification/issues/262,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/262,digital-land,planning-application-data-specification,colmjude,User,Should permission in principle question be within the Reserved Matters form?,"Barnet have asked
> Should permission in principle question be within the Reserved Matters form?",open,0,to-check,1,2025-06-03T12:58:13Z,2026-03-13T12:05:38Z,2026-03-13T12:05:38Z,2026-03-21T05:23:50+00:00
261,https://github.com/digital-land/planning-application-data-specification/issues/261,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/261,digital-land,planning-application-data-specification,colmjude,User,"Additional modules for additional questions on basements, Urban Greening Factor and Air Quality","Feedback:

> we would request that additional questions on Urban Greening, basements and air quality are made a standardised part of the planning application form. These details would facilitate current and potential future reporting requirements to the GLA and MHCLG, due to policy direction of travel and easier querying capability.

---
To be able to assess and build out these modules we will need to understand
* what is the purpose of each module
* what questions/fields are needed for each module
  * whats the reason for the field
  * how would the data be used
  * any restrictions on answers (is a codelist needed?)
* under what circumstances is the module required (for example, what application types is it applicable)",open,1,suggestion;Backlog;new-module,3,2025-06-03T12:31:12Z,2025-07-31T06:04:54Z,2025-07-31T06:04:54Z,2026-03-21T05:23:50+00:00
260,https://github.com/digital-land/planning-application-data-specification/issues/260,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/260,digital-land,planning-application-data-specification,colmjude,User,"Expanding data requirements/specifications by adding additional questions on BNG, Energy,  Carbon Offsetting","There is a request for more data to be collected for certain modules

Feedback:
> In reference to the attached spreadsheet, we would request that additional questions on BNG,  energy and carbon offsetting are made a standardised part of the planning application form.  Details presented are those which are we statutorily required to record and report on. Getting  the information up front as part of the planning application process, in a consistent and pre 
defined manner would help monitor on a national and local basis. 

---

We'd need to understand
* what data points are needed, specifically (e.g. floorspace - where floorspace is GIA and measured in metre squared, not just floorspace)
* the rationale or use cases for that data (this helps make the case for it)
* how achievable it is for applicants to provide (this helps justify the burden)",open,0,suggestion;component:biodiversity net gain;Backlog;Policy,4,2025-06-03T12:26:23Z,2025-06-03T12:37:35Z,2025-06-03T12:37:35Z,2026-03-21T05:23:50+00:00
259,https://github.com/digital-land/planning-application-data-specification/issues/259,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/259,digital-land,planning-application-data-specification,colmjude,User,Expand data requirements for certain application types,"From feedback
> Expanding data requirements/specification to S73, Prior Approval applications to include  floor space, housing/residential unit information.  

The current Prior Approval forms and national requirements provide a minimal provision for  data which impacts our ability to effectively monitor housing delivery for these application  types and negatively impacts our time/resource in trying to extrapolate this from supporting  information (if at all). We would urge that this is also factored in to the MHCLG project, as we  are responsible for recording, monitoring and providing this data but it is not considered vital  as part of the national validation criteria so is not forthcoming. The following data would be  beneficial for all application types which trigger the provision of residential units (including  sui generis HMO) and/or the change of use/creation or loss of floor space: 

* Existing floor space and use class 
* Lost floor space and use class 
* Gained floor space and use class 
* Residential unit breakdown including  
  * property type (flat, house etc),  
  * tenure (self-build, social, private rent etc.),  
  * provider type (local authority, private etc.),  
  * unit size (109 sqm),  
  * whether its m2(2) or m2(3) compliant,  
  * number of habitable rooms 
  * number of bedrooms 
",open,0,Backlog;Policy,2,2025-06-03T12:06:50Z,2025-06-03T12:07:02Z,2025-06-03T12:07:02Z,2026-03-21T05:23:50+00:00
258,https://github.com/digital-land/planning-application-data-specification/issues/258,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/258,digital-land,planning-application-data-specification,colmjude,User,Scope for LPAs to add their own requirements,"What scope there will be for individual LAs to add their own requirements for items that may not be included in the final data standards – e.g. SAP ratings , net zero data?",open,0,suggestion;Backlog,2,2025-06-03T11:46:15Z,2026-03-13T12:05:23Z,2026-03-13T12:05:23Z,2026-03-21T05:23:50+00:00
256,https://github.com/digital-land/planning-application-data-specification/issues/256,https://api.github.com/repos/digital-land/planning-application-data-specification/issues/256,digital-land,planning-application-data-specification,colmjude,User,Align application types with the definitions used in the PS/CPS,"Local authorities are required to regularly complete PS/CPS returns. These returns are then used to produce stats so that we know what is happening across the system.

If some of this data is already included in the application submission they some of the counting ans stats can be automated.

A quick review of the forms suggests
""Of the 21 application types covered, 16 fall within our definition (five outstanding are in document)""

---
I think we need to do a review of the PS/CPS forms to see what aligns or potentially needs to be added.",open,2,application-type;Backlog,2,2025-06-03T11:30:36Z,2025-08-19T13:05:55Z,2025-08-19T13:05:55Z,2026-03-21T05:23:50+00:00
